532,Mewar University,Chittorgarh,4icu.org/reviews/14371.htm
802,Sangai International University,Churachandpur,4icu.org/reviews/17852.htm
537,OPJS University,Churu,4icu.org/reviews/17871.htm
281,Graphic Era Hill University,Clement Town,4icu.org/reviews/15994.htm
12,Amrita Vishwa Vidyapeetham,Coimbatore ...,4icu.org/reviews/1984.htm
29,Tamil Nadu Agricultural University,Coimbatore ...,4icu.org/reviews/2118.htm
121,Bharathiar University,Coimbatore,4icu.org/reviews/1994.htm
161,Karunya Institute of Technology and Sciences,Coimbatore,4icu.org/reviews/12151.htm
382,Avinashilingam University,Coimbatore,4icu.org/reviews/1989.htm
698,Karpagam Academy of Higher Education,Coimbatore,4icu.org/reviews/15691.htm
482,Cooch Behar Panchanan Barma University,Cooch Behar,4icu.org/reviews/15984.htm
516,National Law University Odisha,Cuttack,4icu.org/reviews/14418.htm
542,Ravenshaw University,Cuttack,4icu.org/reviews/13136.htm
604,Sri Sri University,Cuttack,4icu.org/reviews/16108.htm
128,Shiv Nadar University,Dadri,4icu.org/reviews/14389.htm
415,Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth,Dapoli,4icu.org/reviews/12132.htm
93,Lalit Narayan Mithila University,Darbhanga,4icu.org/reviews/7299.htm
794,Kameshwar Singh Darbhanga Sanskrit University,Darbhanga,4icu.org/reviews/12093.htm
638,Davangere University,Davangere,4icu.org/reviews/13129.htm
56,University of Petroleum and Energy Studies,Dehradun,4icu.org/reviews/12164.htm
255,Graphic Era University,Dehradun,4icu.org/reviews/15702.htm
301,Uttaranchal University,Dehradun,4icu.org/reviews/16129.htm
347,DIT University,Dehradun,4icu.org/reviews/15988.htm
351,Uttarakhand Technical University,Dehradun,4icu.org/reviews/13148.htm
486,Doon University,Dehradun,4icu.org/reviews/14425.htm
524,IMS Unison University,Dehradun,4icu.org/reviews/16008.htm
530,Forest Research Institute,Dehradun,4icu.org/reviews/7322.htm
577,"ICFAI University, Dehradun",Dehradun,4icu.org/reviews/2029.htm
591,Uttarakhand Ayurved University,Dehradun,4icu.org/reviews/16127.htm
600,Swami Rama Himalayan University,Dehradun,4icu.org/reviews/16111.htm
618,Himgiri ZEE University,Dehradun,4icu.org/reviews/14395.htm
693,Hemwati Nandan Bahuguna Uttarakhand Medical Education University,Dehradun,4icu.org/reviews/16000.htm
818,Shri Guru Ram Rai University,Dehradun,4icu.org/reviews/17884.htm
868,Ras Bihari Bose Subharti University,Dehradun,4icu.org/reviews/17883.htm
880,Shri Guru Ram Rai Education Mission,Dehradun ...,4icu.org/reviews/9663.htm
101,Indian School of Mines,Dhanbad,4icu.org/reviews/2039.htm
545,Binod Bihari Mahto Koyalanchal University,Dhanbad,4icu.org/reviews/18738.htm
388,Karnatak University,Dharwad,4icu.org/reviews/12120.htm
721,"University of Agricultural Sciences, Dharwad",Dharwad,4icu.org/reviews/2126.htm
179,Dibrugarh University,Dibrugarh,4icu.org/reviews/2008.htm
452,"National Institute of Technology, Nagaland",Dimapur,4icu.org/reviews/15646.htm
815,"ICFAI University, Nagaland",Dimapur,4icu.org/reviews/16004.htm
858,St. Joseph University,Dimapur,4icu.org/reviews/17855.htm
850,Rai Technology University,Doddaballapura,4icu.org/reviews/17829.htm
500,Sido Kanhu Murmu University,Dumka,4icu.org/reviews/12097.htm
805,"ICFAI University, Raipur",Durg,4icu.org/reviews/16005.htm
144,"National Institute of Technology, Durgapur",Durgapur,4icu.org/reviews/13229.htm
55,Indian Institute of Technology Hyderabad,Eddumailaram,4icu.org/reviews/13225.htm
549,Dr. B.R. Ambedkar University,Etcherla,4icu.org/reviews/14400.htm
13,Narendra Dev University of Agriculture and Technology,Faizabad,4icu.org/reviews/2080.htm
190,Dr. Ram Manohar Lohia Avadh University,Faizabad,4icu.org/reviews/12157.htm
386,J.C. Bose University of Science and Technology,Faridabad,4icu.org/reviews/14410.htm
504,Lingaya's University,Faridabad,4icu.org/reviews/15670.htm
796,Al-Falah University,Faridabad,4icu.org/reviews/17811.htm
Un,Manav Rachna International Institute of Research and Studies,Faridabad,4icu.org/reviews/15671.htm
Un,Manav Rachna University,Faridabad,4icu.org/reviews/16063.htm
180,Baba Farid University of Health Sciences,Faridkot,4icu.org/reviews/7306.htm
338,"National Institute of Technology, Goa",Farmagudi,4icu.org/reviews/15642.htm
645,Sri Guru Granth Sahib World University,Fatehgarh Sahib,4icu.org/reviews/14362.htm
863,Karnataka State Rural Development and Panchayat Raj University,Gadag,4icu.org/reviews/17771.htm
678,Gondwana University,Gadchiroli,4icu.org/reviews/15993.htm
681,Shri Venkateshwara University,Gajraula,4icu.org/reviews/14393.htm
828,Arka Jain University,Gamharia,4icu.org/reviews/17819.htm
222,Gandhigram Rural University,Gandhigram,4icu.org/reviews/2014.htm
156,Gujarat National Law University,Gandhinagar,4icu.org/reviews/13121.htm
186,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,4icu.org/reviews/14336.htm
210,Pandit Deendayal Petroleum University,Gandhinagar,4icu.org/reviews/14339.htm
319,"Indian Institute of Information Technology, Vadodara",Gandhinagar,4icu.org/reviews/16016.htm
450,Swarnim Gujarat Sports University,Gandhinagar ...,4icu.org/reviews/16113.htm
503,Central University of Gujarat,Gandhinagar,4icu.org/reviews/13157.htm
